dataset,project,package,complextype,method,smell,severity,multiclass,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
data-class,jhotdraw-7.5.1,org.jhotdraw.geom,Insets2D.Double,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,2,0,0.833333333,24,5628,104357,57,15,0,5,4,22,968,0,0,0,0,54,265,6313,2,291,7232,7,4,64,22,0.4,2,7,0.181818182,1,other,0,0,0,4,0,0,0,0,2,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,public
data-class,jhotdraw-7.5.1,org.jhotdraw.geom,Insets2D.Float,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,2,0,0.714285714,23,5628,104357,64,15,0,6,4,22,968,0,0,0,0,54,265,6313,2,291,7232,8,4,64,23,0.6,2,8,0.166666667,1,other,0,0,0,4,0,0,0,0,2,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,public
god-class_dataclass,jhotdraw-7.5.1,org.jhotdraw.samples.odg,ODGConstants,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,41,1448,104357,41,0,0,0,7,17,968,2,0,0,1,54,73,6313,1,94,7232,1,7,64,1,1,1,1,0,0,other,7,0,7,0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,public
long-method,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGInputFormat,toPath(String),1.0,3.0,6.0,1.0,0.0,10.0,3.0,0.0,5.0,441.0,89.0,0.0,17.0,0.0,29.0,0.09090909090909091,2.0,14.0,1.0,0.0,16.0,0.0,125,0.0,5.978260869565210,5.978260869565210,18.0,24.0,48.0,1.0,20.0,0.9444444444444444,1837.0,2491.0,104357.0,1837.0,0.0,0.0,0.0,4.0,4.0,968.0,0.0,0.0,1.0,1.0,54.0,72.0,6313.0,46.0,72.0,7232.0,46.0,0.0,64.0,102.0,0.3181818181818182,275.0,275.0,1.0,0.0,other,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,43.0,3.0,0.0,0.0,4.0,33.0,0.0,0.0,13.0,45.0,3.0,public
god-class,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGInputFormat,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97826087,5.97826087,18,24,48,1,20,0.944444444,1837,2491,104357,1837,0,0,0,4,4,968,0,0,1,1,54,72,6313,46,72,7232,46,0,64,102,0.318181818,275,275,1,0,other,1,0,1,3,1,0,0,0,1,0,0,0,46,43,3,0,0,4,33,0,0,13,45,3,public
feature-envy,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGStylesReader,readGraphicPropertiesElement(IXMLElementHashMap),1.0,2.0,2.0,2.0,0.0,9.0,3.0,0.0,2.0,56.0,7.0,0.0,5.0,0.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.64,5.64,12.0,6.0,2.0,1.0,2.0,0.84375,643.0,2491.0,104357.0,643.0,0.0,0.0,0.0,4.0,4.0,968.0,1.0,0.0,0.0,1.0,54.0,72.0,6313.0,25.0,72.0,7232.0,25.0,0.0,64.0,27.0,1.0,141.0,141.0,1.0,0.0,other,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,5.0,24.0,0.0,public
long-method,jhotdraw-7.5.1,org.jhotdraw.samples.odg.io,ODGStylesReader,readStylesElement(IXMLElement),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.64,5.64,12.0,6.0,2.0,1.0,2.0,0.84375,643.0,2491.0,104357.0,643.0,0.0,0.0,0.0,4.0,4.0,968.0,1.0,0.0,0.0,1.0,54.0,72.0,6313.0,25.0,72.0,7232.0,25.0,0.0,64.0,27.0,1.0,141.0,141.0,1.0,0.0,other,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,5.0,24.0,0.0,public
god-class_dataclass,jhotdraw-7.5.1,org.jhotdraw.samples.svg,SVGConstants,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,3,0,1,0,0,270,2750,104357,270,0,0,0,10,31,968,0,0,0,1,54,132,6313,1,171,7232,1,10,64,1,1,1,1,0,0,other,10,0,10,0,10,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,public
god-class,jhotdraw-7.5.1,org.jhotdraw.samples.svg.io,SVGInputFormat,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848484848,7.848484848,64,22,54,1,17,0.921794872,3363,5947,104357,3363,0,0,0,12,8,968,1,1,1,2,54,210,6313,66,221,7232,66,0,64,126,0.230769231,518,518,1,0,other,2,0,2,10,2,0,0,0,2,0,0,0,66,62,4,0,0,12,50,0,0,16,64,4,public
god-class_dataclass,jmeter-2.5.1,org.apache.jmeter.gui.action,ActionNames,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,65,2575,113375,65,0,0,0,57,37,909,0,0,0,1,77,124,6366,1,154,8059,1,57,110,1,1,1,1,0,0,other,57,0,57,0,57,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,public
feature-long,jmeter-2.5.1,org.apache.jmeter.monitor.parser,MonitorHandler,startElement(StringStringStringAttributes),1.0,3.0,6.0,4.0,0.0,33.0,1.0,0.0,6.0,129.0,53.0,0.0,6.0,0.0,77.0,0.23255813953488372,9.0,10.0,10.0,2.0,40.0,0.0,225,0.0,9.222222222222220,8.4,33.0,11.0,10.0,2.0,9.0,0.9666666666666666,317.0,486.0,113375.0,327.0,15.0,2.0,1.0,10.0,3.0,909.0,0.0,0.0,0.0,1.0,77.0,16.0,6366.0,9.0,17.0,8059.0,10.0,0.0,110.0,50.0,0.08333333333333333,83.0,84.0,0.9,0.0,other,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,8.0,0.0,public
long-method,jmeter-2.5.1,org.apache.jmeter.protocol.http.control,HttpMirrorThread,HttpMirrorThread(Socket),0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,3.0,6.0,2.0,3.0,1.0,160.0,1993.0,113375.0,160.0,44.0,1.0,0.0,4.0,13.0,909.0,0.0,0.0,0.0,0.0,77.0,133.0,6366.0,4.0,168.0,8059.0,4.0,0.0,110.0,10.0,1.0,22.0,22.0,1.0,0.0,other,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,2.0,public
god-class,jmeter-2.5.1,org.apache.jmeter.protocol.http.sampler,HTTPHC3Impl,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.928571429,8.176470588,22,28,70,3,25,0.947916667,933,7389,113375,1040,33,2,3,6,35,909,2,0,0,0,77,283,6366,14,383,8059,17,0,110,140,0.194444444,125,139,1,0,other,5,0,5,1,5,0,0,0,1,0,0,0,17,16,1,1,0,5,7,0,8,2,13,1,public
god-class,jmeter-2.5.1,org.apache.jmeter.protocol.http.sampler,HTTPSamplerBase,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.441558442,2.196428571,27,34,77,3,26,0.993720994,1321,7389,113375,1626,0,0,35,66,35,909,1,5,3,0,77,283,6366,77,383,8059,112,38,110,229,0.103861753,188,246,0,0,abstract,64,0,64,1,65,1,1,0,1,0,0,0,111,107,5,0,1,24,4,4,9,98,76,5,public
data-class,jmeter-2.5.1,org.apache.jmeter.save,ListenerResultWrapper,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0.8,1,1943,113375,52,0,0,6,3,10,909,0,0,0,0,77,69,6366,0,81,8059,6,0,110,6,0.2,0,6,0,0,other,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,0,6,0,0,public
feature-envy,jmoney-0.4.4,net.sf.jmoney.gui,AccountEntriesPanel.EntryCellRenderer,getListCellRendererComponent(JListObjectintbooleanboolean),1.0,2.0,2.0,5.0,0.0,15.0,3.0,0.0,2.0,17.0,2.0,0.0,6.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.0,2.0,2.0,15.0,5.0,0.0,1.0,1.0,0.0,20.0,6579.0,9457.0,20.0,0.0,0.0,0.0,0.0,153.0,190.0,0.0,0.0,1.0,0.0,3.0,385.0,563.0,1.0,454.0,713.0,1.0,0.0,4.0,6.0,1.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
god-class,jmoney-0.4.4,net.sf.jmoney.gui,MainFrame,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.193548387,2.121212121,29,23,46,6,28,0.941840278,1015,6579,9457,1043,531,0,2,36,153,190,9,0,1,0,3,385,563,31,454,713,33,0,4,104,0.3,68,70,1,0,other,0,0,0,36,0,0,0,0,1,0,0,0,33,33,0,36,0,0,27,0,2,4,30,0,public
long-method,jmoney-0.4.4,net.sf.jmoney.io,MT940,importFile(SessionFile),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,3.0,0.0,7.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.857142857142850,6.857142857142850,13.0,6.0,8.0,1.0,6.0,1.0,301.0,928.0,9457.0,301.0,0.0,0.0,0.0,6.0,7.0,190.0,2.0,0.0,1.0,1.0,3.0,41.0,563.0,7.0,41.0,713.0,7.0,0.0,4.0,23.0,0.0,48.0,48.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,public
long-method,jmoney-0.4.4,net.sf.jmoney.io,MT940,MT940(MainFrameAccountChooser),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.857142857142850,6.857142857142850,13.0,6.0,8.0,1.0,6.0,1.0,301.0,928.0,9457.0,301.0,0.0,0.0,0.0,6.0,7.0,190.0,2.0,0.0,1.0,1.0,3.0,41.0,563.0,7.0,41.0,713.0,7.0,0.0,4.0,23.0,0.0,48.0,48.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,public
god-class,jmoney-0.4.4,net.sf.jmoney.io,MT940,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857,6.857142857,13,6,8,1,6,1,301,928,9457,301,0,0,0,6,7,190,2,0,1,1,3,41,563,7,41,713,7,0,4,23,0,48,48,1,0,other,0,0,0,6,0,0,0,0,1,0,0,0,7,7,0,6,0,0,3,0,0,4,6,0,public
god-class_dataclass,jmoney-0.4.4,net.sf.jmoney.io,MT940.CanceledException,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,3,0,0,8,928,9457,8,15,0,0,0,7,190,0,0,0,1,3,41,563,2,41,713,2,0,4,2,1,2,2,1,0,other,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,public
god-class_dataclass,jmoney-0.4.4,net.sf.jmoney.io,MT940.MT940FileFilter,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,0,0,12,928,9457,12,2,0,0,0,7,190,0,0,0,1,3,41,563,2,41,713,2,0,4,2,0,4,4,1,1,other,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,public
god-class,jmoney-0.4.4,net.sf.jmoney.io,QIF,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.181818182,5.181818182,25,15,21,1,15,0.964285714,603,928,9457,603,0,0,0,4,7,190,3,0,1,1,3,41,563,22,41,713,22,0,4,69,0.333333333,114,114,1,0,other,0,0,0,2,2,2,0,0,1,0,0,0,22,22,0,4,0,0,18,0,0,4,21,0,public
god-class,jmoney-0.4.4,net.sf.jmoney.model,DoubleEntry,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,5,5,1,2,2,0.636363636,45,1076,9457,96,23,4,5,1,13,190,0,0,0,1,3,73,563,7,136,713,12,0,4,39,1,7,21,0.545454545,0,other,0,0,0,1,0,0,0,0,3,0,0,0,12,12,0,0,0,0,1,1,0,11,4,0,public
god-class,jparse-0.96,jparse,JavaLexer,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89393939,11.89393939,0,1,0,2,0,0.996923077,1917,12655,16524,1917,51,0,0,5,18,65,0,0,2,4,4,408,673,66,440,780,66,5,3,66,0.007518797,785,785,0.919354839,0,other,5,0,5,0,5,0,0,0,4,61,56,5,5,5,0,0,0,0,5,0,4,57,62,5,public
long-method,jparse-0.96,jparse,JavaParser,compilationUnit(),1.0,2.0,5.0,0.0,1.0,4.0,2.0,1.0,6.0,119.0,32.0,0.0,7.0,0.0,31.0,0.8333333333333334,2.0,1.0,20.0,4.0,2.0,0.0,1.0,0.0,8.954887218045110,8.895522388059700,13.0,55.0,20.0,3.0,14.0,0.9973798131692869,5732.0,12655.0,16524.0,5744.0,52.0,0.0,1.0,66.0,18.0,65.0,0.0,0.0,1.0,4.0,4.0,408.0,673.0,133.0,440.0,780.0,134.0,65.0,3.0,157.0,0.9389423076923077,1191.0,1192.0,0.08450704225352113,0.0,other,65.0,0.0,65.0,1.0,65.0,0.0,0.0,0.0,5.0,125.0,61.0,64.0,9.0,9.0,0.0,0.0,1.0,1.0,64.0,0.0,63.0,6.0,128.0,64.0,public
long-method,jparse-0.96,jparse,JavaParser,field(),1.0,2.0,5.0,0.0,0.0,4.0,3.0,0.0,9.0,267.0,37.0,0.0,28.0,0.0,48.0,0.8,5.0,6.0,16.0,10.0,6.0,0.0,0.8333333333333334,0.0,8.954887218045110,8.895522388059700,13.0,55.0,20.0,3.0,14.0,0.9973798131692869,5732.0,12655.0,16524.0,5744.0,52.0,0.0,1.0,66.0,18.0,65.0,0.0,0.0,1.0,4.0,4.0,408.0,673.0,133.0,440.0,780.0,134.0,65.0,3.0,157.0,0.9389423076923077,1191.0,1192.0,0.08450704225352113,0.0,other,65.0,0.0,65.0,1.0,65.0,0.0,0.0,0.0,5.0,125.0,61.0,64.0,9.0,9.0,0.0,0.0,1.0,1.0,64.0,0.0,63.0,6.0,128.0,64.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,BooleanLiteralAST(Token),0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,0.6666666666666666,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeExceptions(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeType(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,computeValue(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
long-method,jparse-0.96,jparse.expr,BooleanLiteralAST,getVarList(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0,29.0,2303.0,16524.0,29.0,45.0,0.0,0.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,4.0,159.0,673.0,5.0,198.0,780.0,5.0,0.0,3.0,18.0,0.0,5.0,5.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,public
god-class_dataclass,jparse-0.96,jparse.expr,BooleanLiteralAST,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,9,2,6,2,0,29,2303,16524,29,45,0,0,0,26,65,0,0,0,0,4,159,673,5,198,780,5,0,3,18,0,5,5,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,2,4,0,public
god-class_dataclass,jparse-0.96,jparse.expr,FloatLiteralAST,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,1.333333333,3,9,2,6,2,0,39,2303,16524,39,44,1,0,0,26,65,0,0,0,0,4,159,673,6,198,780,6,0,3,18,0,8,8,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,3,3,5,0,public
god-class_dataclass,jparse-0.96,jparse.expr,ParenthesizedAST,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,9,4,6,2,0.166666667,38,2303,16524,48,44,1,1,1,26,65,0,0,1,0,4,159,673,6,198,780,7,0,3,19,1,6,7,0.75,0,final,0,0,0,1,0,0,0,0,1,0,0,0,7,7,0,0,0,1,0,0,3,4,5,0,public
data-class,jpf-1.0.2,org.java.plugin.boot,SimpleSplashHandler,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.4,0,2,2,1,1,0.861111111,21,2286,18172,90,0,0,7,4,17,121,0,0,1,6,31,102,982,3,128,1271,10,0,10,12,0.133333333,3,14,0.3,0,final,0,0,0,4,0,0,0,1,0,0,0,0,11,11,0,0,1,4,0,0,0,10,3,0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelAttribute,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0.892857143,3,5146,18172,38,0,0,7,4,38,121,0,0,0,0,31,247,982,1,397,1271,8,0,10,8,0.142857143,1,8,0,0,final,0,0,0,4,0,0,0,0,1,0,0,0,8,8,0,0,8,4,0,0,0,0,0,0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelExtension,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0.911111111,2,5146,18172,47,0,0,9,5,38,121,0,0,0,0,31,247,982,1,397,1271,10,0,10,10,0.111111111,1,10,0,0,final,0,0,0,5,0,0,0,0,1,0,0,0,10,10,0,0,10,5,0,0,0,0,0,0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelExtensionPoint,,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,0,1,0,0.924242424,1,5146,18172,56,0,0,11,6,38,121,0,0,0,0,31,247,982,1,397,1271,12,0,10,12,0.090909091,1,12,0,0,final,0,0,0,6,0,0,0,0,1,0,0,0,12,12,0,0,12,6,0,0,0,0,0,0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelParameterDef,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,0,1,0,0.934065934,0,5146,18172,65,0,0,13,7,38,121,0,0,0,0,31,247,982,1,397,1271,14,0,10,14,0.076923077,1,14,0,0,final,0,0,0,7,0,0,0,0,1,0,0,0,14,14,0,0,14,7,0,0,0,0,0,0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelPluginFragment,,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3,1,2,1,0.833333333,3,5146,18172,33,17,0,6,3,38,121,0,0,0,0,31,247,982,1,397,1271,7,0,10,25,0.2,1,7,0,0,final,0,0,0,3,0,0,0,0,1,0,0,0,7,7,0,0,7,3,0,0,0,0,0,0,package
